All Tables
Month	yyyy	ics_all	ics_inc31	ics_inc32	ics_inc33	ics_a1834	ics_a3554	ics_a5597	ics_ne	ics_nc	ics_s	ics_w	icc_all	ice_all	pago_f_all	pago_s_all	pago_u_all	pago_dk_all	pago_r_all	pagorn_hy_all	pagorn_ha_all	pagorn_ld_all	pagorn_ly_all	pagorn_hp_all	pagorn_la_all	pagorn_hd_all	pagorn_ny_all	pagorn_nad_all	pexp_f_all	pexp_s_all	pexp_u_all	pexp_dk_all	pexp_r_all	ptrd_bb_all	ptrd_bs_all	ptrd_ss_all	ptrd_ws_all	ptrd_ww_all	ptrd_bw_all	ptrd_dk_all	ptrd_r_all	pago5_f_all	pago5_s_all	pago5_u_all	pago5_dk_all	pago5_r_all	pexp5_f_all	pexp5_s_all	pexp5_u_all	pexp5_dk_all	pexp5_r_all	ptrd5_bb_all	ptrd5_bs_all	ptrd5_ss_all	ptrd5_ws_all	ptrd5_ww_all	ptrd5_bw_all	ptrd5_dk_all	ptrd5_r_all	inex_dwn_all	inex_0_all	inex_12_all	inex_34_all	inex_5_all	inex_69_all	inex_125_all	inex_25p_all	inex_dkup_all	inex_dk_all	inex_med_all	inex_r_all	rinc_f_all	rinc_s_all	rinc_u_all	rinc_dk_all	rinc_r_all	pinc2_0_all	pinc2_0124_all	pinc2_2549_all	pinc2_50_all	pinc2_5174_all	pinc2_7599_all	pinc2_100_all	pinc2_dk_all	pinc2_mean_all	pinc_0_all	pinc_0124_all	pinc_2549_all	pinc_50_all	pinc_5174_all	pinc_7599_all	pinc_100_all	pinc_dk_all	pinc_mean_all	pjob_0_all	pjob_0124_all	pjob_2549_all	pjob_50_all	pjob_5174_all	pjob_7599_all	pjob_100_all	pjob_dk_all	pjob_mean_all	pssa_0_all	pssa_0124_all	pssa_2549_all	pssa_50_all	pssa_5174_all	pssa_7599_all	pssa_100_all	pssa_dk_all	pssa_mean_all	pcry_f_all	pcry_s_all	pcry_u_all	pcry_dk_all	pcry_r_all	pstk_0_all	pstk_0124_all	pstk_2549_all	pstk_50_all	pstk_5174_all	pstk_7599_all	pstk_100_all	pstk_dk_all	pstk_mean_all	inv_9_all	inv_24_all	inv_49_all	inv_99_all	inv_199_all	inv_499_all	inv_500_all	inv_dk_all	inv_md_all	inv_p25_all	inv_p75_all	inv_r50_all	hmv_99_all	hmv_199_all	hmv_299_all	hmv_399_all	hmv_499_all	hmv_500_all	hmv_dk_all	hmv_md_all	hmv_p25_all	hmv_p75_all	hmv_r50_all	news_f_all	news_u_all	news_n_all	news_r_all	newsrn_f_govt_all	newsrn_f_emp_all	newsrn_f_dem_all	newsrn_f_pri_all	newsrn_f_cred_all	newsrn_f_stk_all	newsrn_f_trd_all	newsrn_u_govt_all	newsrn_u_emp_all	newsrn_u_dem_all	newsrn_u_pri_all	newsrn_u_cred_all	newsrn_u_eng_all	newsrn_u_stk_all	newsrn_u_trd_all	newsrn_np_all	newsrn_ne_all	newsrn_ng_all	bago_f_all	bago_s_all	bago_u_all	bago_dk_all	bago_r_all	bexp_f_all	bexp_s_all	bexp_u_all	bexp_dk_all	bexp_r_all	btrd_bb_all	btrd_bs_all	btrd_ss_all	btrd_ws_all	btrd_ww_all	btrd_bw_all	btrd_dk_all	btrd_r_all	bus12_f_all	bus12_s_all	bus12_u_all	bus12_dk_all	bus12_na_all	bus12_r_all	bus5_f_all	bus5_s_all	bus5_u_all	bus5_na_all	bus5_r_all	umex_f_all	umex_s_all	umex_u_all	umex_dk_all	umex_r_all	ratex_f_all	ratex_s_all	ratex_u_all	ratex_dk_all	ratex_r_all	px1_dwn_all	px1_0_all	px1_12_all	px1_34_all	px1_5_all	px1_69_all	px1_1014_all	px1_15p_all	px1_dkup_all	px1_dk_all	px1_mean_all	px1_var_all	px1_med_all	px1_std_all	px1_p25_all	px1_p75_all	px1_r50_all	px5_dwn_all	px5_0_all	px5_12_all	px5_34_all	px5_5_all	px5_69_all	px5_1014_all	px5_15p_all	px5_dkup_all	px5_dk_all	px5_mean_all	px5_var_all	px5_std_all	px5_med_all	px5_p25_all	px5_p75_all	px5_r50_all	govt_f_all	govt_s_all	govt_u_all	govt_dk_all	govt_r_all	dur_f_all	dur_s_all	dur_u_all	dur_r_all	durrn_lp_all	durrn_biap_all	durrn_lr_all	durrn_biar_all	durrn_gt_all	durrn_hp_all	durrn_hr_all	durrn_tb_all	durrn_fb_all	durrn_np_all	durrn_nr_all	durrn_nt_all	veh_f_all	veh_s_all	veh_u_all	veh_r_all	vehrn_lp_all	vehrn_biap_all	vehrn_lr_all	vehrn_biar_all	vehrn_gt_all	vehrn_mpg_all	vehrn_hp_all	vehrn_hr_all	vehrn_tb_all	vehrn_fb_all	vehrn_gas_all	vehrn_sel_all	vehrn_np_all	vehrn_nr_all	gas1px_f_all	gas1px_s_all	gas1px_u_all	gas1px_dk_all	gas1px_md_all	gas1px_mean_all	gas5px_f_all	gas5px_s_all	gas5px_u_all	gas5px_dk_all	gas5px_md_all	gas5px_mean_all	hom_f_all	hom_s_all	hom_u_all	hom_r_all	homrn_lp_all	homrn_biap_all	homrn_lr_all	homrn_biar_all	homrn_inv_all	homrn_gt_all	homrn_hp_all	homrn_hr_all	homrn_tb_all	homrn_fb_all	homrn_cd_all	homrn_np_all	homrn_nr_all	homrn_nt_all	homrn_ni_all	shom_f_all	shom_s_all	shom_u_all	shom_r_all	shomrn_hp_all	shomrn_siap_all	shomrn_lr_all	shomrn_siar_all	shomrn_gt_all	shomrn_inv_all	shomrn_lp_all	shomrn_hr_all	shomrn_tb_all	shomrn_fb_all	shomrn_cd_all	shomrn_np_all	shomrn_nr_all	shomrn_nt_all	shomrn_ni_all	homval_f_all	homval_s_all	homval_u_all	homval_dk_all	homval_r_all	hompx1_f_all	hompx1_s_all	hompx1_u_all	hompx1_dk_all	hompx1_mean_all	hompx1_md_all	hompx1_var_all	hompx1_p25_all	hompx1_p75_all	hompx1_r50_all	hompx5_f_all	hompx5_s_all	hompx5_u_all	hompx5_dk_all	hompx5_mean_all	hompx5_md_all	hompx5_var_all	hompx5_p25_all	hompx5_p75_all	hompx5_r50_all	
7	2012	72.3	69.8	72.6	74.5	84.9	77.1	67.9	71.6	74.4	74.2	68.1	82.7	65.6	28	27	45	0	83	19	4	4	28	26	6	3	-9	-1	23	59	15	3	108	11	20	20	26	11	9	3	94	38	13	48	1	90	41	37	17	5	124	20	15	8	17	12	22	6	106	22	33	12	10	6	2	8	5	2	0	0.3	123	10	41	48	1	62	26	25	7	11	5	14	11	1	36.6	20	34	12	15	5	8	4	2	30.2	49	23	6	13	1	3	3	2	18.3	19	27	15	15	4	11	6	3	34	12	43	44	1	68	5	23	16	22	11	18	4	1	44.8	4	8	9	14	16	18	11	20	118750	44000	232000	188000	17	31	19	10	7	11	5	194167	120688	308433	187745	37	65	38	72	4	18	1	2	2	3	1	14	29	2	5	1	1	3	3	-3	-11	-10	39	10	49	2	90	30	50	16	4	114	19	20	6	28	13	9	5	98	28	5	54	4	9	74	35	7	56	2	79	21	52	26	1	95	9	56	33	2	76	2	16	19	20	14	5	10	3	10	1	3.9	18	3	4.2	1.2	5.3	4.1	6	4	31	24	12	3	7	0	10	3	3.1	9	3	2.7	1.3	4.5	3.2	11	43	45	1	66	60	10	30	130	41	5	8	0	2	8	5	14	11	33	3	-23	63	5	32	131	42	3	24	0	4	5	14	6	12	6	3	1	28	18	10	42	47	1	0.4	15.9	7	29	63	1	49.8	60.2	77	3	20	157	63	3	46	0	4	2	4	7	11	5	1	59	39	-14	3	12	2	86	26	3	0	4	0	3	0	71	7	21	4	19	-68	-3	-22	-19	18	40	41	1	77	20	64	15	1	0	0	28	-0.3	0.4	0.8	55	32	11	2	1.7	1.1	28	-0.1	4.4	4.5	
8	2012	74.3	68.5	78.1	79.8	89.9	77	69	68.9	74.4	76.5	76	88.7	65.1	30	30	40	0	90	20	4	8	26	21	3	4	-6	5	24	55	16	5	108	13	20	20	25	10	7	5	98	39	9	52	0	87	39	36	19	6	120	17	17	5	18	12	25	6	104	19	34	13	10	6	3	7	5	2	1	0.4	127	9	39	50	2	59	23	24	7	14	6	10	14	2	38.9	20	34	13	17	5	6	3	2	29.3	50	21	9	13	1	3	1	2	17.1	20	27	12	16	6	12	5	2	35.3	14	41	43	2	71	5	24	13	24	11	17	5	1	45.5	5	6	7	19	15	14	16	18	102614	50275	297917	247642	21	29	21	12	5	7	5	182263	101708	299519	197811	35	61	42	74	2	21	3	1	1	2	0	14	27	3	4	2	0	1	2	-3	-6	-12	39	11	49	1	90	29	47	19	5	110	18	19	7	25	16	10	5	96	27	7	54	4	8	73	32	11	54	3	78	21	53	25	1	96	11	47	40	2	71	2	11	15	23	16	6	12	3	12	0	4.3	17	3.6	4.1	1.9	5.4	3.5	5	3	26	26	16	4	4	1	13	2	3.2	8	2.9	3	1.6	4.7	3.2	12	41	46	1	66	66	7	27	139	42	8	11	0	3	5	4	13	11	37	7	-21	61	5	34	127	36	5	23	0	4	4	12	5	13	8	5	1	24	18	6	40	53	1	5.3	16.2	6	20	71	3	49.9	63.7	77	3	20	157	61	4	51	0	2	3	3	10	11	6	1	58	41	-14	1	12	1	87	25	1	0	6	0	5	1	64	6	25	2	19	-63	0	-22	-18	15	44	40	1	75	22	62	15	1	0.1	0.1	30	-0.3	0.5	0.8	54	30	13	3	1.9	1.6	35	-0.1	4.6	4.7	
9	2012	78.3	76.5	79.8	80.6	82.6	80.6	75.8	72.6	77.4	78.2	84.6	85.7	73.5	29	30	40	1	89	20	6	5	30	25	5	2	-10	4	25	57	12	6	113	12	22	19	25	8	8	6	101	41	12	45	2	96	44	35	16	5	128	22	18	6	17	10	20	7	113	19	35	14	13	4	3	6	4	1	1	0.4	126	11	37	51	1	60	25	20	8	14	6	15	11	1	39.4	18	34	13	17	5	9	2	2	30.8	50	24	8	12	1	3	2	0	16.9	16	25	17	13	6	13	6	4	37.8	12	44	43	1	69	3	21	11	24	9	22	9	1	50.8	6	9	6	12	16	20	15	16	125750	46063	302031	255969	17	30	21	12	6	10	4	199933	122171	318833	196663	46	54	39	92	3	28	4	0	2	3	1	10	26	3	4	2	0	1	2	-4	2	-7	44	9	46	1	98	34	48	15	3	119	26	16	6	28	11	9	4	103	33	8	46	4	9	87	41	10	46	3	95	27	53	20	0	107	11	54	33	2	78	3	11	19	21	19	4	11	4	8	0	4.3	18	3.3	4.3	1.8	5.3	3.5	7	2	28	31	11	3	4	1	10	3	3	11	3.4	2.8	1.6	4.2	2.6	16	42	40	2	76	63	6	31	132	41	7	9	0	4	6	3	16	13	35	6	-25	66	5	29	137	36	4	26	0	7	6	12	3	11	6	2	2	24	23	10	41	48	1	0.5	10.7	10	16	72	2	45	48.5	82	1	17	165	62	6	53	1	3	4	2	8	9	5	0	60	45	-10	3	16	3	81	35	3	0	6	0	6	0	59	6	24	5	21	-56	0	-23	-21	22	42	35	1	87	25	64	10	1	0.7	0.1	29	-0.3	0.6	0.9	63	27	8	2	2.6	2.3	22	0.1	4.8	4.7	
10	2012	82.6	81	79.5	91.5	97.1	88.7	75.3	77.5	89.3	80.5	81.8	88.1	79	34	31	35	0	99	29	5	5	24	22	2	2	5	6	29	54	11	6	118	16	21	20	22	6	9	6	109	39	15	46	0	93	44	35	15	6	129	23	15	8	18	8	22	6	112	17	29	16	11	9	2	7	5	2	2	0.8	135	11	38	49	2	62	20	20	8	12	7	17	13	3	43.9	15	33	15	15	7	9	4	2	33.4	45	27	7	11	3	5	1	1	19	18	25	16	15	8	11	5	2	35.7	15	43	41	1	74	3	18	12	24	14	18	7	4	50.6	7	10	8	18	15	14	14	14	95167	36500	252407	215907	23	31	16	10	5	9	6	170195	99361	302349	202987	45	51	41	94	3	27	2	1	2	3	0	11	25	3	3	1	0	0	1	-2	2	-8	44	12	43	1	101	36	46	12	6	124	24	21	6	23	9	10	7	113	36	12	40	3	9	96	45	11	42	2	103	30	49	19	2	111	8	55	34	3	74	2	12	20	21	15	4	9	4	11	2	4.2	18	3.1	4.3	1.5	5.2	3.7	6	4	31	26	11	2	6	2	10	2	3.1	13	3.6	2.7	1.2	4.4	3.2	16	42	40	2	76	61	6	33	128	37	10	11	0	4	8	5	14	12	29	6	-22	59	6	35	124	32	5	22	1	6	7	15	4	13	7	4	2	17	18	11	39	49	1	0.5	12.2	10	20	67	3	49.5	57.8	77	1	22	155	58	6	49	2	3	4	4	8	13	6	1	54	41	-15	2	17	2	81	36	3	1	5	0	8	1	63	8	21	3	17	-60	-3	-16	-16	24	43	33	0	91	30	58	10	2	0.7	0.2	32	-0.3	2.1	2.4	60	32	6	2	2.6	1.6	27	0.1	4.6	4.5	
11	2012	82.7	77.8	79.8	91.6	97	84.1	78.9	79.7	90.3	78.4	84	90.6	77.7	35	26	38	1	97	27	4	4	28	19	4	4	-1	0	31	47	15	7	116	16	22	16	18	10	10	8	110	43	11	45	1	98	45	33	16	6	129	24	15	7	14	11	22	7	114	20	29	15	9	7	2	10	6	1	1	0.6	130	15	35	48	2	67	21	21	7	14	6	13	15	3	41.8	17	35	13	15	5	9	4	2	31.7	50	21	8	13	1	5	2	0	18.6	18	25	12	17	6	13	6	3	36.4	16	45	39	0	77	4	21	12	20	13	21	6	3	48.7	9	6	10	19	11	14	12	19	75912	31014	254620	223605	23	26	22	8	6	10	5	188250	99364	294559	195195	44	59	35	85	3	29	2	1	2	2	0	17	28	2	3	0	0	2	2	-2	1	-14	49	9	40	2	109	36	43	16	5	120	27	23	5	18	14	7	6	118	39	9	42	4	6	97	43	9	45	3	98	30	42	24	4	106	7	54	36	3	71	3	15	16	26	13	4	10	3	8	2	4	22	3.1	4.7	1.6	5.2	3.6	7	2	29	27	12	4	6	2	9	2	3.2	12	3.5	2.8	1.6	4.6	3	17	41	39	3	78	64	9	27	137	41	7	10	0	6	4	4	11	12	37	6	-17	60	8	32	128	31	2	23	1	6	5	13	5	14	8	2	2	18	18	12	39	47	2	0.5	15.6	14	21	61	4	30.2	50.9	79	3	18	161	61	3	51	0	4	4	3	6	11	5	1	58	45	-12	3	16	3	81	35	3	0	4	0	8	1	58	9	21	4	18	-55	-5	-17	-17	21	49	29	1	92	27	61	11	1	0.7	0.1	30	-0.3	1.9	2.2	60	29	8	3	2.5	2.2	28	0.1	4.8	4.7	
12	2012	72.9	68	74.9	76.1	91.4	75.4	67.7	73.6	76.3	66.3	77.9	87	63.8	29	33	38	0	91	23	3	5	29	17	3	2	-6	3	24	51	22	3	102	14	18	21	23	14	7	3	95	39	15	45	1	94	35	37	23	5	112	21	16	7	20	15	16	5	102	20	33	16	12	5	1	6	4	2	1	0.4	126	10	37	52	1	58	23	24	6	13	9	12	12	1	39.2	20	37	11	15	6	8	2	1	28.8	49	24	9	11	2	3	2	0	17.3	20	22	14	17	10	9	5	3	35.5	14	43	42	1	72	6	22	13	20	13	21	3	2	46.6	6	9	9	11	14	21	12	18	104156	35078	307598	272520	17	31	19	10	8	9	6	189081	120514	318021	197507	41	69	36	72	3	24	4	2	2	1	0	27	30	2	1	1	0	1	1	1	-6	-24	42	12	44	2	98	30	41	27	2	103	24	18	7	20	23	5	3	99	30	5	56	2	7	74	34	8	57	1	77	25	40	35	0	90	10	50	39	1	71	3	13	19	22	15	4	9	3	11	1	4	19	3.2	4.4	1.5	5.2	3.7	3	3	30	29	14	4	5	1	9	2	3.2	8	2.8	2.9	1.5	4.6	3.1	13	41	44	2	69	63	8	29	134	43	6	10	0	5	7	4	16	11	36	6	-22	62	6	32	130	36	3	23	1	5	6	11	5	12	9	2	4	25	18	7	39	54	0	6.8	17.7	7	26	66	1	45.3	62.3	78	3	19	159	57	7	52	2	4	6	3	6	11	5	1	54	46	-10	3	17	3	80	37	4	1	6	0	8	1	62	6	24	4	15	-58	0	-20	-14	23	47	28	2	95	27	61	11	1	0.9	0.1	26	-0.3	1.7	2	59	30	8	3	2.3	1.7	24	0	3.8	3.7	
1	2013	73.8	67.9	78.5	78.1	87.8	76.3	69.3	75	73.5	72.5	75.1	85	66.6	28	28	43	1	85	21	3	5	35	23	4	3	-14	1	26	53	19	2	107	12	20	18	24	13	11	2	95	43	10	47	0	96	39	39	19	3	120	21	21	5	18	14	18	3	110	20	33	13	7	6	3	9	5	2	2	0.4	125	14	34	50	2	64	23	22	9	14	5	16	10	1	39.5	17	37	10	14	7	11	4	0	32.8	45	27	9	10	2	5	2	0	19.3	20	28	14	13	7	11	6	1	34.2	14	43	42	1	72	2	25	11	20	14	21	6	1	48.7	6	10	10	14	17	15	12	16	96709	39013	245025	206013	16	27	22	11	6	12	6	202888	123577	345637	222060	43	67	34	76	7	25	2	1	1	1	1	31	24	3	3	0	0	1	1	-2	1	-24	45	10	44	1	101	28	46	24	2	104	22	21	6	23	18	8	2	102	34	5	50	2	9	84	34	7	59	0	75	22	47	31	0	91	7	49	43	1	64	1	10	22	22	15	5	13	3	8	1	4.5	16	3.3	4	1.8	5.4	3.6	3	4	29	28	13	5	7	1	8	2	3.5	11	3.3	2.9	1.6	4.8	3.2	12	42	45	1	67	65	5	30	135	41	7	9	0	4	7	4	16	11	34	5	-23	61	6	33	128	38	4	22	0	4	5	14	7	13	7	2	3	24	15	5	37	57	1	9.7	18.8	6	23	71	0	49.7	63.8	81	2	17	164	55	5	54	2	4	7	4	5	11	5	1	51	49	-9	3	22	2	76	46	3	1	8	0	10	0	57	4	26	3	17	-54	4	-19	-17	27	45	28	0	99	28	61	10	1	0.8	0.2	34	-0.3	1.7	1.9	60	31	7	2	2	1.5	28	0.1	4.3	4.3	
2	2013	77.6	69.7	81.4	83.5	87.4	77	74.3	80.6	76.6	72.3	84.5	89	70.2	27	36	37	0	90	25	4	4	30	20	2	4	-5	2	29	49	19	3	110	10	26	19	19	13	10	3	104	39	12	48	1	91	44	33	20	3	124	23	14	7	16	15	21	4	106	23	27	12	12	6	2	11	5	1	1	0.5	126	12	34	53	1	59	21	21	8	17	6	14	12	1	41.5	18	31	13	18	7	11	1	1	32.7	46	26	9	11	2	4	2	0	17.8	20	27	12	17	4	12	5	3	34.3	14	39	47	0	67	3	18	11	20	13	27	6	2	52.4	6	7	10	14	13	17	15	18	104831	38342	319870	281528	22	28	18	9	8	10	5	182188	100681	324423	223742	46	60	35	86	4	29	2	0	1	4	1	24	22	4	3	1	0	0	1	-3	7	-20	46	13	40	1	106	29	47	22	2	107	24	21	8	22	17	6	2	106	36	4	49	2	9	87	37	8	53	2	84	23	48	27	2	96	8	46	44	2	64	3	10	18	23	17	4	9	5	11	0	4.4	20	3.3	4.5	1.7	5.3	3.6	3	3	29	25	14	4	7	2	11	2	3.7	12	3.5	3	1.6	4.9	3.3	15	40	43	2	72	67	6	27	140	34	10	10	0	5	7	4	14	9	27	6	-18	60	6	34	126	32	3	22	0	5	3	16	5	12	5	4	3	16	17	3	28	68	1	15.3	25	4	17	78	1	50.4	77.8	75	4	21	154	54	7	49	2	3	3	5	9	13	4	1	49	40	-14	2	22	4	74	48	7	1	5	1	11	0	57	6	20	3	17	-50	-1	-12	-17	27	49	24	0	103	35	54	10	1	1.2	0.2	39	-0.2	3.2	3.5	60	29	10	1	2.4	2	33	0	4.7	4.7	
3	2013	78.6	73.4	81.2	86	94	77.2	75.2	79.6	83.6	72.5	82.4	90.7	70.8	31	32	37	0	94	24	7	3	29	23	2	4	-5	4	26	54	17	3	109	14	21	20	24	11	7	3	100	45	12	42	1	103	42	34	20	4	122	26	16	7	15	15	17	4	112	20	33	12	7	8	3	9	4	3	1	0.4	126	16	33	49	2	67	27	20	6	13	6	13	13	2	39.8	20	31	12	16	4	10	4	3	32	48	25	9	9	3	3	2	1	18.2	21	26	13	16	5	12	5	2	34.7	16	46	36	2	80	4	20	9	18	15	23	7	4	50.9	10	10	8	11	12	17	13	19	99318	25900	300427	274527	18	30	19	11	5	10	7	184469	119705	300875	181170	50	65	31	85	2	28	3	1	2	8	0	27	26	3	3	1	0	1	1	-2	2	-25	49	9	41	1	108	32	43	23	2	109	26	20	6	19	18	8	3	109	36	3	51	3	7	85	41	6	52	1	89	25	43	31	1	94	9	43	45	3	64	2	9	19	24	17	6	9	2	11	1	4	13	3.2	3.7	1.8	5.2	3.4	3	3	32	27	14	3	6	1	9	2	3.4	10	3.1	2.8	1.5	4.6	3.2	14	40	45	1	69	68	4	28	140	38	11	9	0	7	7	4	14	9	31	5	-16	62	6	32	130	32	6	23	0	6	6	15	4	12	5	2	3	17	19	5	37	57	1	7.9	15.7	7	22	70	1	39.9	57.5	79	2	19	160	51	11	51	3	2	6	4	5	12	5	1	47	46	-11	1	27	1	72	55	5	2	7	0	9	1	52	5	19	4	17	-47	2	-14	-16	30	46	23	1	107	39	50	9	2	1.5	0.2	29	-0.5	3.3	3.8	63	27	8	2	2.8	2.3	44	0.1	4.9	4.8	
4	2013	76.4	68.9	81.5	78.8	95.7	76.1	71.2	77.6	78.6	74.7	75.4	89.9	67.8	33	30	37	0	96	23	6	6	29	18	3	5	-6	4	24	52	19	5	105	13	22	19	20	13	9	4	102	39	14	46	1	93	41	36	19	4	122	22	16	7	18	13	20	4	107	19	35	13	9	6	4	8	5	1	0	0.4	127	15	35	48	2	67	26	21	5	12	6	17	13	0	41	18	33	13	16	7	9	3	1	32.1	48	21	9	11	4	3	3	1	19.9	18	25	12	16	7	15	6	1	37.8	13	48	38	1	75	2	21	7	20	15	24	9	2	54.5	7	11	8	17	11	15	12	19	81029	27320	243233	215913	20	28	22	12	4	8	6	187206	113000	300822	187822	45	61	37	84	1	24	3	0	1	8	0	22	27	2	1	1	0	1	1	-1	-3	-21	49	9	40	2	109	27	49	23	1	104	20	28	6	18	18	7	3	112	35	4	49	3	9	86	35	9	55	1	80	23	47	29	1	94	7	48	43	2	64	1	11	23	22	17	5	9	3	8	1	4	16	3.1	4	1.6	5.1	3.5	2	3	32	25	17	4	5	2	8	2	3.5	10	3.2	2.9	1.5	4.8	3.3	9	43	47	1	62	64	9	27	137	37	10	13	0	6	8	5	11	9	29	8	-14	62	7	31	131	26	5	25	1	9	4	14	5	11	6	2	3	12	20	5	37	58	0	9.6	17.4	5	20	73	2	50	62	79	3	18	161	47	10	51	3	5	6	5	6	9	6	1	42	45	-9	4	34	5	61	73	11	1	10	1	14	1	44	7	17	2	14	-33	3	-5	-13	35	41	23	1	112	38	52	8	2	1.3	0.3	34	-0.2	3.6	3.8	57	31	10	2	2.4	1.9	24	0	4.6	4.6	
5	2013	84.5	77.4	83.8	94.1	98.4	83	80.5	91.1	84.7	81.8	82.9	98	75.8	39	29	32	0	107	26	6	8	24	15	2	2	2	10	29	54	14	3	115	19	24	19	20	9	7	2	114	48	11	40	1	108	44	36	16	4	128	26	21	5	14	10	19	5	123	19	34	11	10	8	3	9	5	1	0	0.4	128	13	41	46	0	67	23	20	8	16	7	13	12	1	41.1	16	33	12	17	6	10	4	2	34.1	44	25	8	13	3	5	2	0	20.2	18	30	12	16	6	11	5	2	35	17	47	35	1	82	1	19	9	18	15	25	10	3	55.9	10	7	7	14	14	17	15	16	100446	36221	373125	336904	20	28	22	8	6	11	5	190357	109071	299000	189929	58	49	35	109	3	34	3	1	2	7	1	15	23	3	3	0	0	1	0	-2	11	-12	58	9	32	1	126	31	50	17	2	114	27	30	5	18	13	4	3	126	42	3	42	4	9	100	39	8	50	3	89	25	48	26	1	99	8	51	40	1	68	1	12	23	21	15	4	10	5	8	1	4.2	19	3.1	4.4	1.5	5.3	3.8	3	4	31	28	11	3	7	3	9	1	3.6	14	3.7	2.9	1.6	4.7	3.1	14	43	42	1	72	70	7	23	147	40	8	12	0	8	5	3	12	8	35	9	-12	70	5	25	145	34	5	29	0	8	5	9	4	9	5	2	3	25	25	4	37	58	1	9.7	16.2	5	25	68	2	39.9	54.8	81	2	17	164	48	9	51	3	5	7	5	6	8	3	2	43	45	-4	3	29	4	67	62	11	1	10	0	12	1	48	6	18	3	13	-37	4	-9	-12	34	47	19	0	115	41	48	10	1	1.8	0.3	48	-0.2	4.6	4.8	62	28	9	1	2.8	2.4	35	0.1	5.1	5.1	
6	2013	84.1	73	84.2	96.9	97.2	90.2	76.3	83.3	85.1	81.7	86.9	93.8	77.8	35	30	35	0	100	28	6	5	25	18	3	2	3	6	28	56	13	3	115	15	23	21	21	8	9	3	109	42	15	41	2	101	41	39	16	4	125	22	17	8	19	8	21	5	112	16	37	12	11	8	2	8	4	2	0	0.4	131	12	42	44	2	68	26	19	7	12	8	18	9	1	40.2	18	31	13	18	7	10	2	1	33.4	46	28	7	11	1	5	2	0	18	19	26	16	16	6	9	6	2	34.9	13	51	35	1	78	1	19	10	16	18	23	10	3	55.8	11	11	10	10	16	15	13	14	95956	20404	248250	227846	20	34	18	10	5	9	4	176215	105448	298277	192829	52	43	41	109	2	26	4	1	1	8	0	10	22	2	1	1	0	1	1	0	4	-8	51	12	34	3	117	30	50	18	2	112	23	26	8	19	13	6	5	117	44	5	40	1	10	104	41	7	48	4	93	24	52	23	1	101	6	38	55	1	51	1	14	22	22	17	2	9	2	10	1	3.8	14	3	3.7	1.3	5	3.7	2	2	33	25	15	5	6	1	10	1	3.5	9	3	2.9	1.5	4.8	3.3	14	48	37	1	77	67	9	24	143	34	10	10	1	11	7	2	13	8	27	8	-10	65	6	29	136	29	4	27	2	10	5	13	4	11	4	2	3	16	23	5	39	55	1	5.1	12	6	22	71	1	40.4	53.2	83	2	15	168	46	11	51	5	3	8	4	5	10	3	0	42	46	-5	3	37	4	59	78	13	1	11	1	17	2	46	5	18	3	9	-33	6	-4	-7	37	45	17	1	120	42	48	10	0	2	0.3	37	-0.2	4.7	4.9	57	32	7	4	2.5	1.7	24	0	4.7	4.6	
7	2013	85.1	78	87.3	91.3	104.2	87.2	77.5	86.5	84.3	79.1	96.5	98.6	76.5	39	28	33	0	106	29	7	5	24	16	2	3	5	7	29	52	16	3	113	17	25	18	19	10	8	3	113	49	10	40	1	109	44	36	17	3	127	28	17	6	16	10	18	5	119	17	32	11	12	8	3	9	7	1	0	0.6	134	17	34	48	1	69	20	21	5	14	7	19	12	2	44.4	16	29	13	15	9	11	5	2	36.5	43	27	11	10	2	4	2	1	18.7	19	25	13	18	6	11	5	3	35.6	14	50	36	0	78	2	18	8	21	18	26	5	2	54.2	7	8	8	18	17	15	12	15	100310	39128	240429	201300	18	26	20	12	5	14	5	202506	116763	348250	231487	51	50	38	101	1	33	3	1	1	8	0	18	21	2	1	3	1	1	1	0	12	-17	58	9	32	1	126	28	50	20	2	108	23	33	5	17	14	6	2	125	44	4	40	3	9	104	39	8	50	3	89	21	56	23	0	98	6	26	68	0	38	1	10	23	25	16	5	9	3	7	1	4.1	14	3.1	3.8	1.4	5.1	3.7	1	2	35	33	12	2	7	0	7	1	3.3	7	2.6	2.8	1.6	4.2	2.6	11	48	41	0	70	72	5	23	149	39	12	10	2	8	6	4	6	11	33	6	-9	66	9	25	141	34	6	29	1	7	4	11	4	7	4	2	3	23	25	2	40	57	1	5.8	15.6	3	22	74	1	49.6	58.4	83	1	16	167	44	11	50	10	4	8	5	6	10	2	1	39	44	-4	3	36	4	60	76	10	1	12	2	15	1	47	6	16	1	11	-37	6	-2	-10	45	36	19	0	126	41	50	9	0	1.6	0.3	29	-0.2	4.6	4.8	62	28	9	1	1.9	1.9	20	-0.4	4.1	4.5	
